,feedback,patch_length,unique_participant,prior,context,RT,RL,trial_num,probed_trial,feedback_manipulation_type,date,trials_since_last_probe
23224,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,316.23306,,345.0,False,0,2017-12-07 11:23:00,13.0
23225,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,399.60837,,346.0,False,0,2017-12-07 11:23:00,14.0
23226,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,341.21155,,347.0,False,0,2017-12-07 11:23:00,15.0
23229,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,441.21906,,350.0,False,0,2017-12-07 11:23:00,2.0
23232,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,0.0,382.79565,,353.0,False,0,2017-12-07 11:23:00,2.0
23233,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,1.0,449.56717,,354.0,False,0,2017-12-07 11:23:00,3.0
23234,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,2.0,424.55185,,355.0,False,0,2017-12-07 11:23:00,4.0
23235,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,382.85785,,356.0,False,0,2017-12-07 11:23:00,5.0
23236,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,382.88834,,357.0,False,0,2017-12-07 11:23:00,6.0
23237,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,366.06747,,358.0,False,0,2017-12-07 11:23:00,7.0
23240,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,448.87802,,361.0,False,0,2017-12-07 11:23:00,2.0
23241,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,3.0,382.54483,,362.0,False,0,2017-12-07 11:23:00,3.0
23242,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,2.0,382.40414,,363.0,False,0,2017-12-07 11:23:00,4.0
23243,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,1.0,441.82639,,364.0,False,0,2017-12-07 11:23:00,5.0
23244,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,382.9007,,365.0,False,0,2017-12-07 11:23:00,6.0
23245,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,407.87558,,366.0,False,0,2017-12-07 11:23:00,7.0
23246,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,316.24875,,367.0,False,0,2017-12-07 11:23:00,8.0
23247,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,399.57336,,368.0,False,0,2017-12-07 11:23:00,9.0
23251,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,0.0,407.72433,,372.0,False,0,2017-12-07 11:23:00,2.0
23252,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,1.0,374.08383,,373.0,False,0,2017-12-07 11:23:00,3.0
23253,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,2.0,416.24933,,374.0,False,0,2017-12-07 11:23:00,4.0
23254,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,332.94043,,375.0,False,0,2017-12-07 11:23:00,5.0
23255,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,390.93369,,376.0,False,0,2017-12-07 11:23:00,6.0
23256,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,391.13983,,377.0,False,0,2017-12-07 11:23:00,7.0
23257,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,340.10284,,378.0,False,0,2017-12-07 11:23:00,8.0
23258,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,449.55417,,379.0,False,0,2017-12-07 11:23:00,9.0
23259,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,341.09232,,380.0,False,0,2017-12-07 11:23:00,10.0
23260,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,532.2428,,381.0,False,0,2017-12-07 11:23:00,11.0
23261,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,3.0,341.19556,,382.0,False,0,2017-12-07 11:23:00,12.0
23264,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,1.0,407.60632,,385.0,False,0,2017-12-07 11:23:00,2.0
23265,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,399.13266,,386.0,False,0,2017-12-07 11:23:00,3.0
23270,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,390.90317,,391.0,False,0,2017-12-07 11:23:00,2.0
23271,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,0.0,332.95129,,392.0,False,0,2017-12-07 11:23:00,3.0
23272,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,1.0,440.84537,,393.0,False,0,2017-12-07 11:23:00,4.0
23273,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,2.0,541.27094,,394.0,False,0,2017-12-07 11:23:00,5.0
23274,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,449.57773,,395.0,False,0,2017-12-07 11:23:00,6.0
23275,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,291.47736,,396.0,False,0,2017-12-07 11:23:00,7.0
23276,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,324.54041,,397.0,False,0,2017-12-07 11:23:00,8.0
23277,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,524.55847,,398.0,False,0,2017-12-07 11:23:00,9.0
23278,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,432.84952,,399.0,False,0,2017-12-07 11:23:00,10.0
23279,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,507.89154,,400.0,False,0,2017-12-07 11:23:00,11.0
23280,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,431.8504,,401.0,False,0,2017-12-07 11:23:00,12.0
23281,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,3.0,466.1915,,402.0,False,0,2017-12-07 11:23:00,13.0
23282,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,2.0,466.20148,,403.0,False,0,2017-12-07 11:23:00,14.0
23283,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,1.0,357.73328,,404.0,False,0,2017-12-07 11:23:00,15.0
23288,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,440.86801,,409.0,False,0,2017-12-07 11:23:00,2.0
23289,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,349.55511,,410.0,False,0,2017-12-07 11:23:00,3.0
23290,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,424.22433,,411.0,False,0,2017-12-07 11:23:00,4.0
23291,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,0.0,332.90994,,412.0,False,0,2017-12-07 11:23:00,5.0
23292,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,1.0,399.22351,,413.0,False,0,2017-12-07 11:23:00,6.0
23293,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,2.0,390.68765,,414.0,False,0,2017-12-07 11:23:00,7.0
23294,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,433.00226,,415.0,False,0,2017-12-07 11:23:00,8.0
23295,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,474.54352,,416.0,False,0,2017-12-07 11:23:00,9.0
23296,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,416.23938,,417.0,False,0,2017-12-07 11:23:00,10.0
23297,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,349.55389,,418.0,False,0,2017-12-07 11:23:00,11.0
23298,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,657.90375,,419.0,False,0,2017-12-07 11:23:00,12.0
23299,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,432.8613,,420.0,False,0,2017-12-07 11:23:00,13.0
23300,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,424.38553,,421.0,False,0,2017-12-07 11:23:00,14.0
23301,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,3.0,316.13284,,422.0,False,0,2017-12-07 11:23:00,15.0
23302,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,2.0,391.18903,,423.0,False,0,2017-12-07 11:23:00,16.0
23306,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,0.0,0.0,299.52902,,427.0,False,0,2017-12-07 11:23:00,2.0
23311,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,0.0,366.0705,,432.0,False,0,2017-12-07 11:23:00,2.0
23312,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,1.0,440.86469,,433.0,False,0,2017-12-07 11:23:00,3.0
23315,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,549.56531,,436.0,False,0,2017-12-07 11:23:00,2.0
23316,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,366.26941,,437.0,False,0,2017-12-07 11:23:00,3.0
23317,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,432.99564,,438.0,False,0,2017-12-07 11:23:00,4.0
23318,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,424.4957,,439.0,False,0,2017-12-07 11:23:00,5.0
23319,CONTROL FEEDBACK,10.0,31:2017_Dec_07_1123,1.0,3.0,424.43503,,440.0,False,0,2017-12-07 11:23:00,6.0
23326,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,,591.29193,,7.0,False,0,2017-12-07 11:39:00,6.0
23329,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,,482.95145,,10.0,False,0,2017-12-07 11:39:00,2.0
23330,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,598.80536,,11.0,False,0,2017-12-07 11:39:00,3.0
23331,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,,,12.0,False,0,2017-12-07 11:39:00,4.0
23332,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,566.30084,,13.0,False,0,2017-12-07 11:39:00,5.0
23333,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,499.58994,,14.0,False,0,2017-12-07 11:39:00,6.0
23334,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,599.61133,,15.0,False,0,2017-12-07 11:39:00,7.0
23337,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,332.90289,,18.0,False,0,2017-12-07 11:39:00,2.0
23338,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,499.6174,,19.0,False,0,2017-12-07 11:39:00,3.0
23341,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,541.19232,,22.0,False,0,2017-12-07 11:39:00,6.0
23342,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,532.89105,,23.0,False,0,2017-12-07 11:39:00,7.0
23345,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,490.91678,,26.0,False,0,2017-12-07 11:39:00,2.0
23346,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,507.82632,,27.0,False,0,2017-12-07 11:39:00,3.0
23349,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,632.97797,,30.0,False,0,2017-12-07 11:39:00,6.0
23350,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,673.82843,,31.0,False,0,2017-12-07 11:39:00,7.0
23351,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,624.62146,,32.0,False,0,2017-12-07 11:39:00,8.0
23352,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,574.61212,,33.0,False,0,2017-12-07 11:39:00,9.0
23353,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,541.31366,,34.0,False,0,2017-12-07 11:39:00,10.0
23356,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,507.88849,,37.0,False,0,2017-12-07 11:39:00,2.0
23357,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,491.2977,,38.0,False,0,2017-12-07 11:39:00,3.0
23358,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,,,39.0,False,0,2017-12-07 11:39:00,4.0
23359,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,649.62885,,40.0,False,0,2017-12-07 11:39:00,5.0
23360,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,590.39636,,41.0,False,0,2017-12-07 11:39:00,6.0
23361,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,624.62354,,42.0,False,0,2017-12-07 11:39:00,7.0
23362,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,574.56952,,43.0,False,0,2017-12-07 11:39:00,8.0
23363,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,582.92938,,44.0,False,0,2017-12-07 11:39:00,9.0
23364,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,649.56818,,45.0,False,0,2017-12-07 11:39:00,10.0
23371,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,482.89047,,52.0,False,0,2017-12-07 11:39:00,2.0
23372,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,524.49408,,53.0,False,0,2017-12-07 11:39:00,3.0
23373,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,466.25018,,54.0,False,0,2017-12-07 11:39:00,4.0
23374,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,532.92212,,55.0,False,0,2017-12-07 11:39:00,5.0
23375,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,507.59418,,56.0,False,0,2017-12-07 11:39:00,6.0
23376,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,474.57742,,57.0,False,0,2017-12-07 11:39:00,7.0
23377,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,599.65692,,58.0,False,0,2017-12-07 11:39:00,8.0
23378,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,532.92395,,59.0,False,0,2017-12-07 11:39:00,9.0
23379,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,532.95593,,60.0,False,0,2017-12-07 11:39:00,10.0
23380,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,482.17749,,61.0,False,0,2017-12-07 11:39:00,11.0
23383,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,524.63745,,64.0,False,0,2017-12-07 11:39:00,14.0
23384,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,641.29736,,65.0,False,0,2017-12-07 11:39:00,15.0
23387,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,549.59326,,68.0,False,0,2017-12-07 11:39:00,2.0
23388,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,524.61786,,69.0,False,0,2017-12-07 11:39:00,3.0
23389,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,466.20459,,70.0,False,0,2017-12-07 11:39:00,4.0
23390,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,548.86786,,71.0,False,0,2017-12-07 11:39:00,5.0
23391,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,482.92004,,72.0,False,0,2017-12-07 11:39:00,6.0
23392,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,382.8887,,73.0,False,0,2017-12-07 11:39:00,7.0
23393,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,449.53168,,74.0,False,0,2017-12-07 11:39:00,8.0
23394,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,482.90799,,75.0,False,0,2017-12-07 11:39:00,9.0
23395,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,532.65619,,76.0,False,0,2017-12-07 11:39:00,10.0
23398,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,491.27597,,79.0,False,0,2017-12-07 11:39:00,2.0
23401,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,499.61771,,82.0,False,0,2017-12-07 11:39:00,2.0
23402,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,441.3457,,83.0,False,0,2017-12-07 11:39:00,3.0
23403,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,391.25186,,84.0,False,0,2017-12-07 11:39:00,4.0
23404,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,541.24304,,85.0,False,0,2017-12-07 11:39:00,5.0
23405,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,624.21906,,86.0,False,0,2017-12-07 11:39:00,6.0
23406,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,382.94,,87.0,False,0,2017-12-07 11:39:00,7.0
23411,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,557.94403,,92.0,False,0,2017-12-07 11:39:00,2.0
23412,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,424.52884,,93.0,False,0,2017-12-07 11:39:00,3.0
23413,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,557.95068,,94.0,False,0,2017-12-07 11:39:00,4.0
23414,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,499.60684,,95.0,False,0,2017-12-07 11:39:00,5.0
23415,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,657.66626,,96.0,False,0,2017-12-07 11:39:00,6.0
23416,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,532.95416,,97.0,False,0,2017-12-07 11:39:00,7.0
23417,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,666.17975,,98.0,False,0,2017-12-07 11:39:00,8.0
23418,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,532.90674,,99.0,False,0,2017-12-07 11:39:00,9.0
23419,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,449.59991,,100.0,False,0,2017-12-07 11:39:00,10.0
23423,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,532.91492,,104.0,False,0,2017-12-07 11:39:00,3.0
23427,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,482.90195,,108.0,False,0,2017-12-07 11:39:00,2.0
23428,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,507.93167,,109.0,False,0,2017-12-07 11:39:00,3.0
23429,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,466.24835,,110.0,False,0,2017-12-07 11:39:00,4.0
23430,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,423.8385,,111.0,False,0,2017-12-07 11:39:00,5.0
23431,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,482.91885,,112.0,False,0,2017-12-07 11:39:00,6.0
23432,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,499.58752,,113.0,False,0,2017-12-07 11:39:00,7.0
23433,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,616.2287,,114.0,False,0,2017-12-07 11:39:00,8.0
23438,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,357.81882,,119.0,False,0,2017-12-07 11:39:00,2.0
23439,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,374.56717,,120.0,False,0,2017-12-07 11:39:00,3.0
23440,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,448.8027,,121.0,False,0,2017-12-07 11:39:00,4.0
23441,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,474.56262,,122.0,False,0,2017-12-07 11:39:00,5.0
23442,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,482.93695,,123.0,False,0,2017-12-07 11:39:00,6.0
23443,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,507.95673,,124.0,False,0,2017-12-07 11:39:00,7.0
23444,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,457.90994,,125.0,False,0,2017-12-07 11:39:00,8.0
23445,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,549.32245,,126.0,False,0,2017-12-07 11:39:00,9.0
23446,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,382.90198,,127.0,False,0,2017-12-07 11:39:00,10.0
23447,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,366.26892,,128.0,False,0,2017-12-07 11:39:00,11.0
23448,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,391.27206,,129.0,False,0,2017-12-07 11:39:00,12.0
23449,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,466.26163,,130.0,False,0,2017-12-07 11:39:00,13.0
23450,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,532.19104,,131.0,False,0,2017-12-07 11:39:00,14.0
23451,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,507.90268,,132.0,False,0,2017-12-07 11:39:00,15.0
23452,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,524.56836,,133.0,False,0,2017-12-07 11:39:00,16.0
23455,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,474.25412,,136.0,False,0,2017-12-07 11:39:00,19.0
23456,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,366.24506,,137.0,False,0,2017-12-07 11:39:00,20.0
23457,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,507.91867,,138.0,False,0,2017-12-07 11:39:00,21.0
23458,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,474.5267,,139.0,False,0,2017-12-07 11:39:00,22.0
23459,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,574.58795,,140.0,False,0,2017-12-07 11:39:00,23.0
23460,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,507.17581,,141.0,False,0,2017-12-07 11:39:00,24.0
23461,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,632.92908,,142.0,False,0,2017-12-07 11:39:00,25.0
23466,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,399.53232,,147.0,False,0,2017-12-07 11:39:00,2.0
23467,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,391.26877,,148.0,False,0,2017-12-07 11:39:00,3.0
23468,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,466.16867,,149.0,False,0,2017-12-07 11:39:00,4.0
23469,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,482.90768,,150.0,False,0,2017-12-07 11:39:00,5.0
23475,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,432.62665,,156.0,False,0,2017-12-07 11:39:00,2.0
23476,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,466.18738,,157.0,False,0,2017-12-07 11:39:00,3.0
23477,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,499.60864,,158.0,False,0,2017-12-07 11:39:00,4.0
23480,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,465.50156,,161.0,False,0,2017-12-07 11:39:00,2.0
23481,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,449.5824,,162.0,False,0,2017-12-07 11:39:00,3.0
23482,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,424.57379,,163.0,False,0,2017-12-07 11:39:00,4.0
23483,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,482.91492,,164.0,False,0,2017-12-07 11:39:00,5.0
23484,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,399.56158,,165.0,False,0,2017-12-07 11:39:00,6.0
23485,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,3.0,440.97263,,166.0,False,0,2017-12-07 11:39:00,7.0
23486,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,491.29318,,167.0,False,0,2017-12-07 11:39:00,8.0
23487,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,457.91476,,168.0,False,0,2017-12-07 11:39:00,9.0
23492,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,524.62207,,173.0,False,0,2017-12-07 11:39:00,2.0
23493,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,1.0,441.20535,,174.0,False,0,2017-12-07 11:39:00,3.0
23494,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,566.29089,,175.0,False,0,2017-12-07 11:39:00,4.0
23497,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,357.94498,,178.0,False,0,2017-12-07 11:39:00,2.0
23498,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,524.59912,,179.0,False,0,2017-12-07 11:39:00,3.0
23499,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,632.91248,,180.0,False,0,2017-12-07 11:39:00,4.0
23500,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,582.02142,,181.0,False,0,2017-12-07 11:39:00,5.0
23501,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,499.5365,,182.0,False,0,2017-12-07 11:39:00,6.0
23504,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,2.0,432.90347,,185.0,False,0,2017-12-07 11:39:00,2.0
23507,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,3.0,541.25269,,188.0,False,0,2017-12-07 11:39:00,5.0
23508,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,2.0,482.90616,,189.0,False,0,2017-12-07 11:39:00,6.0
23509,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,1.0,499.58569,,190.0,False,0,2017-12-07 11:39:00,7.0
23510,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,0.0,0.0,590.49957,,191.0,False,0,2017-12-07 11:39:00,8.0
23511,CONTROL FEEDBACK,5.0,32:2017_Dec_07_1139,1.0,0.0,549.56635,,192.0,False,0,2017-12-07 11:39:00,9.0
